Player,Year,Team, Salary 
Jamie Feick,2001,New Jersey Nets,"  2,200,000 "
Lucious Harris,2001,New Jersey Nets,"  2,160,000 "
Johnny Newman,2001,New Jersey Nets,"  2,000,000 "
Sherman Douglas,2001,New Jersey Nets,"  1,100,000 "
Elliot Perry,2001,New Jersey Nets,"  1,050,000 "
Kevin Ollie,2001,New Jersey Nets,"  523,500 "
Evan Eschmeyer,2001,New Jersey Nets,"  423,500 "
Soumaila Samake,2001,New Jersey Nets,"  316,969 "
Stephen Jackson,2001,New Jersey Nets,"  316,969 "
Larry Johnson,2001,New York Knicks,"  11,000,000 "
Latrell Sprewell,2001,New York Knicks,"  10,125,000 "
Allan Houston,2001,New York Knicks,"  9,000,000 "
Glen Rice,2001,New York Knicks,"  7,578,900 "
Luc Longley,2001,New York Knicks,"  5,750,000 "
Marcus Camby,2001,New York Knicks,"  5,750,000 "
Charlie Ward,2001,New York Knicks,"  5,040,000 "
Chris Childs,2001,New York Knicks,"  4,680,000 "
Kurt Thomas,2001,New York Knicks,"  3,680,000 "
Jayson Williams,2001,New Jersey Nets,"  13,800,000 "
Sam Jacobson,2001,Minnesota Timberwolves,"  498,500 "
Andrae Patterson,2001,Minnesota Timberwolves,"  498,500 "
Reggie Slater,2001,Minnesota Timberwolves,"  673,500 "
Steve Smith,2001,Portland Trailblazers,"  8,100,000 "
Danny Manning,2001,Milwaukee Bucks,"  6,830,000 "
Scott Williams,2001,Milwaukee Bucks,"  4,200,000 "
Sam Cassell,2001,Milwaukee Bucks,"  4,000,000 "
Ervin Johnson,2001,Milwaukee Bucks,"  2,700,000 "
Lindsey Hunter,2001,Milwaukee Bucks,"  2,650,000 "
Darvin Ham,2001,Milwaukee Bucks,"  1,700,000 "
Joel Przybilla,2001,Milwaukee Bucks,"  1,619,880 "
Jerome Kersey,2001,Milwaukee Bucks,"  1,000,000 "
Mark Pope,2001,Milwaukee Bucks,"  498,500 "
Maceo Baston,2001,Milwaukee Bucks,"  423,500 "
Rafer Alston,2001,Milwaukee Bucks,"  423,500 "
Travis Knight,2001,New York Knicks,"  3,200,000 "
Jason Hart,2001,Milwaukee Bucks,"  316,969 "
Kevin Garnett,2001,Minnesota Timberwolves,"  19,610,000 "
Terrell Brandon,2001,Minnesota Timberwolves,"  8,330,000 "
Dean Garrett,2001,Minnesota Timberwolves,"  2,880,000 "
Anthony Peeler,2001,Minnesota Timberwolves,"  2,740,000 "
Sam Mitchell,2001,Minnesota Timberwolves,"  2,370,000 "
Chauncey Billups,2001,Minnesota Timberwolves,"  2,250,000 "
Wally Szczerbiak,2001,Minnesota Timberwolves,"  2,162,280 "
William Avery,2001,Minnesota Timberwolves,"  1,286,160 "
LaPhonso Ellis,2001,Minnesota Timberwolves,"  1,200,000 "
Tom Hammonds,2001,Minnesota Timberwolves,"  1,130,000 "
Rasho Nesterovic,2001,Minnesota Timberwolves,"  1,123,560 "
Todd Day,2001,Minnesota Timberwolves,"  736,000 "
Michael Redd,2001,Milwaukee Bucks,"  316,969 "
Erick Strickland,2001,New York Knicks,"  2,560,000 "
Jason Caffey,2001,Milwaukee Bucks,"  4,380,000 "
Mirsad Turkcan,2001,New York Knicks,"  1,069,400 "
Nazr Mohammed,2001,Philadelphia 76ers,"  739,080 "
Jumaine Jones,2001,Philadelphia 76ers,"  735,600 "
Jermaine Jackson,2001,Philadelphia 76ers,"  423,500 "
Todd MacCulloch,2001,Philadelphia 76ers,"  423,500 "
Ademola Okulaja,2001,Philadelphia 76ers,"  316,969 "
Pepe Sanchez,2001,Philadelphia 76ers,"  316,969 "
Mark Karcher,2001,Philadelphia 76ers,"  50,000 "
Anfernee Hardaway,2001,Phoenix Suns,"  10,130,000 "
Tom Gugliotta,2001,Phoenix Suns,"  9,360,000 "
Jason Kidd,2001,Phoenix Suns,"  7,680,000 "
Clifford Robinson,2001,Phoenix Suns,"  6,890,000 "
Chris Dudley,2001,Phoenix Suns,"  6,200,000 "
Speedy Claxton,2001,Philadelphia 76ers,"  936,000 "
Rex Chapman,2001,Phoenix Suns,"  3,500,000 "
Rodney Rogers,2001,Phoenix Suns,"  2,200,000 "
Shawn Marion,2001,Phoenix Suns,"  1,662,240 "
Corie Blount,2001,Phoenix Suns,"  1,320,000 "
Mario Elie,2001,Phoenix Suns,"  1,000,000 "
Jake Tsakalidis,2001,Phoenix Suns,"  763,200 "
Daniel Santiago,2001,Phoenix Suns,"  316,969 "
Paul McPherson,2001,Phoenix Suns,"  316,969 "
Ruben Garces,2001,Phoenix Suns,"  316,969 "
Scottie Pippen,2001,Portland Trailblazers,"  13,750,000 "
Rasheed Wallace,2001,Portland Trailblazers,"  12,600,000 "
Arvydas Sabonis,2001,Portland Trailblazers,"  11,250,000 "
Vernon Maxwell,2001,New York Knicks,"  1,570,000 "
Tony Delk,2001,Phoenix Suns,"  2,250,000 "
Vernon Maxwell,2001,Philadelphia 76ers,"  1,000,000 "
Shawn Kemp,2001,Portland Trailblazers,"  11,720,000 "
George Lynch,2001,Philadelphia 76ers,"  2,200,000 "
Rick Brunson,2001,New York Knicks,"  523,500 "
Felton Spencer,2001,New York Knicks,"  1,000,000 "
Jonathan Kerner,2001,New York Knicks,"  423,500 "
Lazaro Borrell,2001,New York Knicks,"  423,500 "
Lavor Postell,2001,New York Knicks,"  316,969 "
Pete Mickeal,2001,New York Knicks,"  316,969 "
Grant Hill,2001,Orlando Magic,"  9,660,000 "
Aaron McKie,2001,Philadelphia 76ers,"  1,818,000 "
Bo Outlaw,2001,Orlando Magic,"  4,500,000 "
Darrell Armstrong,2001,Orlando Magic,"  3,100,000 "
Mike Miller,2001,Orlando Magic,"  2,320,080 "
Andrew DeClercq,2001,Orlando Magic,"  1,920,000 "
Michael Doleac,2001,Orlando Magic,"  1,452,000 "
Tracy McGrady,2001,Orlando Magic,"  9,660,000 "
Dee Brown,2001,Orlando Magic,"  1,000,000 "
Eric Snow,2001,Philadelphia 76ers,"  3,380,000 "
Pat Garrity,2001,Orlando Magic,"  1,019,280 "
Tyrone Hill,2001,Philadelphia 76ers,"  7,300,000 "
Matt Geiger,2001,Philadelphia 76ers,"  7,515,840 "
Theo Ratliff,2001,Philadelphia 76ers,"  7,800,000 "
Toni Kukoc,2001,Philadelphia 76ers,"  6,000,000 "
Elliot Perry,2001,Orlando Magic,"  94,000 "
Troy Hudson,2001,Orlando Magic,"  523,500 "
John Amaechi,2001,Orlando Magic,"  600,000 "
Don Reid,2001,Orlando Magic,"  611,000 "
Monty Williams,2001,Orlando Magic,"  1,000,000 "
Allen Iverson,2001,Philadelphia 76ers,"  10,130,000 "
Moochie Norris,2002,Houston Rockets,"  3,600,000 "
Cuttino Mobley,2002,Houston Rockets,"  4,413,375 "
Walt Williams,2002,Houston Rockets,"  5,000,000 "
Kelvin Cato,2002,Houston Rockets,"  6,048,000 "
Gilbert Arenas,2002,Golden State Warriors,"  332,817 "
Glen Rice,2002,Houston Rockets,"  8,800,000 "
Dean Oliver,2002,Golden State Warriors,"  332,817 "
Troy Murphy,2002,Golden State Warriors,"  1,310,400 "
Larry Hughes,2002,Golden State Warriors,"  2,343,635 "
Maurice Taylor,2002,Houston Rockets,"  6,500,000 "
Steve Francis,2002,Houston Rockets,"  3,473,520 "
Austin Croshere,2002,Indiana Pacers,"  6,310,000 "
Matt Maloney,2002,Houston Rockets,"  2,543,750 "
Eddie Griffin,2002,Houston Rockets,"  2,011,080 "
Jason Collier,2002,Houston Rockets,"  1,280,040 "
Kenny Thomas,2002,Houston Rockets,"  946,920 "
Dan Langhi,2002,Houston Rockets,"  465,850 "
Terence Morris,2002,Houston Rockets,"  420,000 "
Oscar Torres,2002,Houston Rockets,"  332,817 "
Tierre Brown,2002,Houston Rockets,"  332,817 "
Reggie Miller,2002,Indiana Pacers,"  12,045,075 "
Jalen Rose,2002,Indiana Pacers,"  10,865,250 "
Jermaine O'Neal,2002,Indiana Pacers,"  6,325,000 "
Derrick McKey,2002,Indiana Pacers,"  6,000,000 "
Kevin Willis,2002,Houston Rockets,"  3,000,000 "
Jason Richardson,2002,Golden State Warriors,"  2,425,440 "
Victor Alexander,2002,Detroit Pistons,"  653,350 "
Marc Jackson,2002,Golden State Warriors,"  3,250,000 "
Kenny Satterfield,2002,Denver Nuggets,"  332,817 "
Travis Best,2002,Indiana Pacers,"  3,375,000 "
Chris Andersen,2002,Denver Nuggets,"  288,171 "
Isaiah Rider,2002,Denver Nuggets,"  112,797 "
Clifford Robinson,2002,Detroit Pistons,"  7,656,250 "
Jerry Stackhouse,2002,Detroit Pistons,"  5,843,750 "
Ben Wallace,2002,Detroit Pistons,"  4,700,000 "
Corliss Williamson,2002,Detroit Pistons,"  4,000,000 "
Zeljko Rebraca,2002,Detroit Pistons,"  3,500,000 "
Chucky Atkins,2002,Detroit Pistons,"  3,300,000 "
Jon Barry,2002,Detroit Pistons,"  3,175,000 "
Mikki Moore,2002,Detroit Pistons,"  2,531,250 "
Michael Curry,2002,Detroit Pistons,"  2,400,000 "
Rodney White,2002,Detroit Pistons,"  1,693,560 "
Dana Barros,2002,Detroit Pistons,"  1,600,000 "
Damon Jones,2002,Detroit Pistons,"  565,850 "
Brian Cardinal,2002,Detroit Pistons,"  465,850 "
Ratko Varda,2002,Detroit Pistons,"  332,817 "
Erick Dampier,2002,Golden State Warriors,"  6,235,000 "
Chris Mills,2002,Golden State Warriors,"  5,400,000 "
Mookie Blaylock,2002,Golden State Warriors,"  5,400,000 "
Bob Sura,2002,Golden State Warriors,"  5,213,333 "
Danny Fortson,2002,Golden State Warriors,"  4,649,534 "
Adonal Foyle,2002,Golden State Warriors,"  4,400,000 "
Antawn Jamison,2002,Golden State Warriors,"  3,388,176 "
Cedric Henderson,2002,Golden State Warriors,"  3,000,000 "
Jonathan Bender,2002,Indiana Pacers,"  2,546,760 "
Derek Fisher,2002,Los Angeles Lakers,"  3,000,000 "
Carlos Rogers,2002,Indiana Pacers,"  778,350 "
Devean George,2002,Los Angeles Lakers,"  834,250 "
Mark Madsen,2002,Los Angeles Lakers,"  759,960 "
Jelani McCoy,2002,Los Angeles Lakers,"  565,850 "
Stanislav Medvedenko,2002,Los Angeles Lakers,"  465,850 "
Joe Crispin,2002,Los Angeles Lakers,"  48,705 "
Mike Penberthy,2002,Los Angeles Lakers,"  28,405 "
Bryant Reeves,2002,Memphis Grizzlies,"  11,555,554 "
Isaac Austin,2002,Memphis Grizzlies,"  5,695,715 "
Lorenzen Wright,2002,Memphis Grizzlies,"  5,500,000 "
Nick Anderson,2002,Memphis Grizzlies,"  5,401,906 "
Brevin Knight,2002,Memphis Grizzlies,"  4,500,000 "
Stromile Swift,2002,Memphis Grizzlies,"  3,401,640 "
Pau Gasol,2002,Memphis Grizzlies,"  2,970,840 "
Jason Williams,2002,Memphis Grizzlies,"  2,554,072 "
Grant Long,2002,Memphis Grizzlies,"  2,400,000 "
